id_producto,nombre_producto,categoria_producto,precio_producto,id_usuario,nombre_usuario,edad_usuario,genero_usuario,ubicacion_usuario,historial_compras,fecha_venta,cantidad_vendida,opiniones_usuarios,visitas_producto,carrito_abandonado,descuentos_aplicados,metodo_pago,frecuencia_compras,dispositivo_uso
1948,Producto B,Hogar,472.7,115,Maria,36,M,Ciudad B,Producto C,15/08/23,7,1,9,0,0,Tarjeta,Semanal,Desktop
1819,Producto A,Hogar,402.29,111,Luis,21,H,Ciudad B,"Producto C,Producto B,Producto A",12/06/23,7,5,2,0,15,Tarjeta,Mensual,Móvil
1082,Producto D,Ropa,193.15,199,Carlos,63,M,Ciudad A,"Producto B,Producto D,Producto D",9/03/23,7,4,16,0,5,Efectivo,Semanal,Tablet
1304,Producto A,Hogar,211.73,145,Maria,69,M,Ciudad A,Producto C,8/10/23,9,1,19,0,5,Efectivo,Semanal,Móvil
1807,Producto B,Hogar,400.68,199,Juan,49,H,Ciudad A,Producto C,9/09/23,5,3,1,0,5,PayPal,Trimestral,Tablet
1067,Producto D,Ropa,61.89,106,Carlos,41,H,Ciudad B,"Producto B,Producto C",27/07/23,3,3,11,0,0,Transferencia,Semanal,Desktop
1074,Producto D,Hogar,33.16,182,Juan,51,H,Ciudad C,"Producto A,Producto A,Producto A",19/06/23,2,5,2,0,20,PayPal,Semanal,Tablet
1412,Producto A,Juguetes,110.18,170,Carlos,46,H,Ciudad B,"Producto C,Producto D,Producto C",24/03/23,8,4,15,0,20,Tarjeta,Trimestral,Móvil
1791,Producto C,Juguetes,451.01,111,Sofia,47,H,Ciudad B,"Producto B,Producto D,Producto C",2/01/23,9,1,19,1,0,Transferencia,Trimestral,Tablet
1238,Producto D,Electronica,356.58,133,Ana,46,H,Ciudad A,"Producto B,Producto C,Producto C",22/01/23,8,2,5,0,5,Tarjeta,Semanal,Móvil
1674,Producto B,Ropa,158.88,145,Ana,21,M,Ciudad C,"Producto A,Producto C,Producto B",14/04/23,4,3,16,0,10,Tarjeta,Semanal,Móvil
1874,Producto D,Electronica,337.36,193,Luis,18,H,Ciudad A,"Producto A,Producto A,Producto B",9/10/23,5,5,19,0,10,Efectivo,Semanal,Desktop
1004,Producto B,Juguetes,234.82,170,Juan,28,H,Ciudad B,Producto A,22/10/23,5,5,4,0,10,PayPal,Semanal,Móvil
1426,Producto D,Juguetes,151.51,104,Maria,56,M,Ciudad C,"Producto A,Producto D,Producto D,Producto B",27/03/23,1,5,13,0,0,Tarjeta,Semanal,Desktop
1558,Producto C,Hogar,124.22,111,Juan,39,H,Ciudad B,"Producto B,Producto D",27/11/23,7,3,10,1,20,Tarjeta,Semanal,Tablet
1020,Producto A,Hogar,209.3,112,Juan,66,M,Ciudad C,"Producto C,Producto C,Producto B",24/02/23,5,4,5,0,20,Transferencia,Trimestral,Móvil
1390,Producto C,Juguetes,84.15,193,Sofia,30,H,Ciudad A,Producto B,2/10/23,8,5,1,0,20,Tarjeta,Trimestral,Desktop
1259,Producto B,Hogar,87.52,180,Sofia,66,M,Ciudad A,Producto C,29/06/23,6,4,15,0,0,Transferencia,Semanal,Móvil
1716,Producto D,Hogar,109.76,127,Juan,52,H,Ciudad B,"Producto C,Producto C,Producto B",7/11/23,7,4,9,0,5,Tarjeta,Mensual,Desktop
1557,Producto B,Electronica,224.92,103,Maria,46,M,Ciudad A,Producto A,24/04/23,9,3,3,0,20,Transferencia,Mensual,Tablet
1901,Producto D,Ropa,22.65,110,Luis,67,H,Ciudad C,"Producto D,Producto C",11/02/23,6,1,19,0,5,Efectivo,Semanal,Desktop
1782,Producto A,Ropa,16.48,103,Sofia,19,M,Ciudad A,"Producto D,Producto D,Producto C",7/03/23,5,2,8,0,0,Tarjeta,Mensual,Desktop
1277,Producto B,Hogar,241.73,123,Juan,32,H,Ciudad A,"Producto A,Producto D,Producto C",21/08/23,5,4,1,0,15,Efectivo,Trimestral,Tablet
1932,Producto D,Juguetes,488.65,129,Sofia,55,H,Ciudad A,"Producto A,Producto B,Producto D",13/06/23,6,5,10,1,5,Transferencia,Trimestral,Móvil
1476,Producto D,Hogar,278.66,108,Maria,69,M,Ciudad C,Producto D,23/03/23,7,5,11,1,15,Efectivo,Trimestral,Tablet
1510,Producto C,Ropa,218.44,166,Carlos,37,M,Ciudad A,"Producto D,Producto A,Producto B",23/05/23,2,3,5,0,5,Efectivo,Semanal,Móvil
1520,Producto B,Juguetes,208.66,197,Maria,57,M,Ciudad C,"Producto B,Producto C,Producto D,Producto D",15/11/23,6,4,4,1,5,Tarjeta,Semanal,Móvil
1289,Producto D,Hogar,314.93,149,Luis,38,H,Ciudad C,"Producto D,Producto A,Producto B,Producto C",18/06/23,3,5,2,0,0,PayPal,Trimestral,Tablet
1539,Producto A,Hogar,375.0,102,Carlos,28,H,Ciudad C,Producto B,8/11/23,9,1,6,0,0,Efectivo,Trimestral,Móvil
1689,Producto B,Electronica,365.73,136,Maria,29,H,Ciudad B,"Producto B,Producto C,Producto B,Producto A",7/02/23,1,4,7,0,10,Tarjeta,Trimestral,Desktop
1292,Producto C,Hogar,133.15,126,Sofia,42,H,Ciudad C,"Producto C,Producto A,Producto C",13/12/23,1,2,6,1,5,Efectivo,Trimestral,Tablet
1862,Producto C,Hogar,257.09,120,Ana,31,H,Ciudad C,Producto D,16/12/23,4,3,3,0,10,PayPal,Mensual,Tablet
1754,Producto B,Hogar,301.99,168,Luis,56,M,Ciudad C,"Producto D,Producto D,Producto A",25/03/23,4,5,17,1,20,Efectivo,Mensual,Desktop
1732,Producto D,Juguetes,229.73,174,Carlos,41,H,Ciudad B,Producto A,20/07/23,9,5,14,0,0,Transferencia,Mensual,Tablet
1541,Producto D,Hogar,345.1,175,Luis,40,M,Ciudad C,"Producto A,Producto B",30/10/23,2,4,10,0,10,Efectivo,Semanal,Móvil
1841,Producto C,Electronica,157.73,128,Sofia,46,H,Ciudad A,"Producto D,Producto A",28/01/23,1,1,9,0,5,PayPal,Mensual,Desktop
1851,Producto B,Electronica,70.61,100,Luis,28,H,Ciudad A,Producto A,28/09/23,3,5,18,0,0,PayPal,Semanal,Móvil
1608,Producto D,Electronica,257.02,187,Ana,63,H,Ciudad A,"Producto B,Producto B,Producto B,Producto C",17/02/23,3,4,5,0,5,Tarjeta,Semanal,Tablet
1388,Producto B,Ropa,201.35,120,Luis,44,M,Ciudad C,"Producto C,Producto C,Producto C",11/10/23,2,4,16,0,15,PayPal,Mensual,Desktop
1394,Producto B,Ropa,210.34,154,Juan,57,M,Ciudad A,"Producto D,Producto B,Producto D",12/05/23,2,1,19,0,15,Tarjeta,Semanal,Desktop
1007,Producto B,Ropa,111.39,194,Juan,46,H,Ciudad A,Producto A,29/03/23,9,4,12,0,15,Efectivo,Mensual,Tablet
1558,Producto C,Electronica,409.24,145,Sofia,44,H,Ciudad A,"Producto C,Producto B,Producto C,Producto B",2/11/23,3,2,17,0,20,Tarjeta,Semanal,Móvil
1907,Producto D,Electronica,426.11,118,Maria,67,M,Ciudad A,Producto C,18/06/23,8,2,5,0,0,Efectivo,Trimestral,Móvil
1272,Producto A,Ropa,205.6,136,Ana,34,M,Ciudad B,"Producto B,Producto D,Producto C,Producto C",8/03/23,5,5,1,0,10,Transferencia,Mensual,Móvil
1738,Producto C,Electronica,267.84,116,Juan,66,M,Ciudad B,"Producto D,Producto B,Producto D,Producto A",26/02/23,7,4,9,0,20,Efectivo,Semanal,Tablet
1090,Producto B,Electronica,216.68,133,Ana,67,M,Ciudad A,Producto C,26/05/23,5,2,12,1,0,Transferencia,Semanal,Móvil
1356,Producto C,Hogar,396.04,165,Sofia,45,H,Ciudad B,Producto B,5/03/23,8,2,10,1,5,Tarjeta,Trimestral,Tablet
1981,Producto B,Electronica,235.64,109,Juan,50,M,Ciudad B,"Producto A,Producto B,Producto B,Producto D",21/03/23,7,4,13,0,15,Tarjeta,Mensual,Móvil
1246,Producto D,Hogar,382.84,137,Juan,40,M,Ciudad B,Producto D,13/02/23,3,4,10,0,0,PayPal,Trimestral,Móvil
1465,Producto A,Electronica,366.53,133,Carlos,29,H,Ciudad C,"Producto A,Producto A,Producto B",10/06/23,9,3,14,0,20,Efectivo,Trimestral,Tablet
1680,Producto A,Hogar,303.91,173,Luis,56,H,Ciudad B,Producto D,3/11/23,6,1,8,0,15,Efectivo,Mensual,Móvil
1557,Producto B,Juguetes,11.18,156,Sofia,60,M,Ciudad B,"Producto D,Producto A",17/07/23,9,2,17,0,20,Efectivo,Trimestral,Móvil
1240,Producto D,Juguetes,170.42,197,Ana,67,M,Ciudad B,"Producto A,Producto A",23/07/23,1,5,14,0,15,PayPal,Trimestral,Desktop
1515,Producto D,Juguetes,122.91,150,Juan,61,M,Ciudad B,Producto A,12/12/23,7,4,2,0,5,Transferencia,Mensual,Tablet
1270,Producto C,Ropa,409.6,181,Maria,25,H,Ciudad B,"Producto C,Producto B",5/07/23,7,1,6,0,20,Transferencia,Mensual,Tablet
1200,Producto C,Ropa,176.27,199,Ana,68,M,Ciudad C,"Producto C,Producto D,Producto A",25/05/23,8,2,14,0,20,Tarjeta,Mensual,Tablet
1528,Producto D,Hogar,490.06,104,Luis,38,M,Ciudad B,"Producto C,Producto A,Producto D,Producto D",10/12/23,6,2,13,0,10,Tarjeta,Mensual,Móvil
1656,Producto A,Ropa,344.14,127,Sofia,39,H,Ciudad B,"Producto B,Producto C,Producto C,Producto A",26/08/23,5,1,13,1,5,Transferencia,Semanal,Desktop
1775,Producto D,Ropa,29.01,117,Maria,54,H,Ciudad B,Producto A,4/06/23,2,3,3,0,0,Transferencia,Mensual,Tablet
1126,Producto D,Juguetes,20.89,142,Luis,57,H,Ciudad C,"Producto C,Producto B,Producto A",19/08/23,7,4,17,0,10,Transferencia,Trimestral,Móvil
1276,Producto A,Ropa,114.77,118,Ana,46,M,Ciudad C,"Producto C,Producto A,Producto C",14/01/23,7,1,15,0,10,Transferencia,Mensual,Móvil
1392,Producto D,Electronica,351.51,145,Sofia,64,H,Ciudad B,"Producto D,Producto C,Producto A,Producto C",3/10/23,5,2,12,0,5,Efectivo,Semanal,Móvil
1195,Producto C,Hogar,127.4,112,Juan,19,M,Ciudad A,"Producto D,Producto A,Producto C",5/11/23,8,3,16,0,10,PayPal,Trimestral,Móvil
1846,Producto D,Hogar,258.1,184,Sofia,52,M,Ciudad B,"Producto B,Producto A,Producto B",6/04/23,6,3,18,1,15,Efectivo,Mensual,Desktop
1228,Producto B,Ropa,323.54,109,Sofia,27,H,Ciudad B,Producto C,13/07/23,9,1,19,1,15,Efectivo,Trimestral,Móvil
1895,Producto C,Hogar,241.88,165,Juan,50,M,Ciudad A,Producto D,3/02/23,5,5,13,0,10,Tarjeta,Semanal,Desktop
1028,Producto B,Electronica,474.62,112,Ana,44,M,Ciudad B,Producto A,25/10/23,3,1,15,0,20,Transferencia,Trimestral,Móvil
1874,Producto B,Ropa,102.0,139,Maria,49,H,Ciudad B,Producto B,22/04/23,5,3,13,0,10,Efectivo,Mensual,Tablet
1931,Producto B,Electronica,341.75,169,Juan,64,H,Ciudad C,"Producto D,Producto D,Producto A",27/06/23,5,5,3,0,15,Tarjeta,Trimestral,Tablet
1153,Producto A,Ropa,310.51,171,Juan,44,M,Ciudad A,"Producto B,Producto D,Producto A",26/01/23,9,3,7,0,10,Transferencia,Trimestral,Tablet
1571,Producto C,Ropa,190.5,149,Carlos,36,H,Ciudad B,Producto D,17/03/23,7,2,3,1,20,PayPal,Trimestral,Desktop
1744,Producto C,Hogar,51.63,146,Juan,50,H,Ciudad A,Producto A,21/11/23,3,2,5,1,0,PayPal,Trimestral,Desktop
1144,Producto B,Ropa,80.1,175,Maria,56,M,Ciudad A,"Producto A,Producto C,Producto D",12/01/23,5,4,18,0,20,Efectivo,Mensual,Tablet
1775,Producto D,Ropa,243.31,138,Carlos,37,H,Ciudad A,"Producto B,Producto D",28/06/23,9,5,17,0,5,PayPal,Mensual,Móvil
1556,Producto D,Electronica,130.3,100,Carlos,61,M,Ciudad A,Producto B,23/05/23,2,2,10,0,20,PayPal,Trimestral,Tablet
1066,Producto B,Hogar,242.55,132,Luis,49,H,Ciudad A,"Producto C,Producto D,Producto D,Producto A",17/06/23,4,5,1,0,20,PayPal,Trimestral,Móvil
1949,Producto C,Electronica,360.72,156,Juan,59,H,Ciudad B,Producto B,19/04/23,9,5,8,0,0,Tarjeta,Trimestral,Móvil
1794,Producto A,Hogar,303.83,131,Luis,43,M,Ciudad A,"Producto C,Producto D",2/09/23,3,5,14,0,10,Tarjeta,Semanal,Tablet
1974,Producto D,Juguetes,221.45,140,Juan,66,H,Ciudad C,"Producto C,Producto C,Producto D,Producto A",14/06/23,5,4,13,1,10,PayPal,Trimestral,Tablet
1698,Producto D,Ropa,385.46,125,Ana,67,M,Ciudad A,"Producto C,Producto C",4/04/23,9,5,12,0,15,PayPal,Trimestral,Móvil
1872,Producto C,Juguetes,460.88,193,Luis,66,H,Ciudad C,Producto A,21/12/23,2,5,19,0,15,PayPal,Mensual,Tablet
1655,Producto D,Ropa,300.07,109,Luis,36,H,Ciudad A,"Producto A,Producto A,Producto D,Producto D",12/02/23,5,1,9,0,5,Tarjeta,Trimestral,Móvil
1601,Producto A,Electronica,188.63,184,Juan,45,M,Ciudad A,"Producto C,Producto A",17/10/23,6,5,10,1,10,PayPal,Semanal,Desktop
1531,Producto B,Juguetes,60.97,154,Ana,49,M,Ciudad A,"Producto C,Producto A",19/01/23,5,5,2,1,20,Efectivo,Mensual,Tablet
1000,Producto A,Juguetes,66.1,105,Ana,58,M,Ciudad B,"Producto A,Producto C,Producto A",12/02/23,8,5,16,0,0,PayPal,Mensual,Móvil
1470,Producto D,Juguetes,491.92,150,Maria,29,H,Ciudad C,Producto A,9/03/23,6,2,4,0,5,Tarjeta,Semanal,Desktop
1959,Producto B,Electronica,160.16,189,Maria,56,H,Ciudad C,"Producto A,Producto B,Producto C",24/10/23,2,1,2,0,20,Efectivo,Semanal,Móvil
1403,Producto D,Juguetes,434.0,164,Juan,36,H,Ciudad A,"Producto C,Producto C,Producto A,Producto C",3/02/23,3,3,13,0,10,Efectivo,Trimestral,Desktop
1594,Producto C,Ropa,202.83,142,Carlos,67,H,Ciudad A,Producto B,8/02/23,8,4,4,1,10,Tarjeta,Mensual,Móvil
1530,Producto B,Electronica,259.58,173,Ana,56,M,Ciudad B,"Producto B,Producto C,Producto D,Producto C",19/05/23,5,3,16,0,10,Efectivo,Semanal,Tablet
1256,Producto D,Juguetes,476.48,142,Maria,30,M,Ciudad C,"Producto A,Producto A",5/08/23,5,4,9,0,5,Transferencia,Mensual,Móvil
1655,Producto A,Juguetes,368.29,134,Maria,65,H,Ciudad C,Producto B,28/01/23,4,4,14,0,20,Tarjeta,Semanal,Móvil
1761,Producto D,Electronica,178.87,199,Juan,68,H,Ciudad C,Producto D,11/05/23,4,4,10,0,20,PayPal,Semanal,Desktop
1174,Producto C,Electronica,289.39,167,Ana,57,H,Ciudad B,"Producto D,Producto C",12/08/23,6,3,15,0,5,Transferencia,Semanal,Desktop
1131,Producto C,Electronica,379.01,149,Sofia,53,H,Ciudad B,"Producto A,Producto B,Producto D,Producto D",26/04/23,1,3,12,0,10,Tarjeta,Semanal,Desktop
1888,Producto B,Electronica,446.97,113,Carlos,64,M,Ciudad C,Producto D,15/05/23,9,2,7,1,5,Tarjeta,Trimestral,Móvil
1127,Producto D,Juguetes,383.14,131,Carlos,37,H,Ciudad A,"Producto B,Producto A,Producto A",29/04/23,4,1,6,0,5,PayPal,Mensual,Tablet
1551,Producto C,Juguetes,300.73,169,Maria,67,H,Ciudad C,"Producto A,Producto C,Producto C",1/07/23,4,1,11,0,10,Tarjeta,Trimestral,Desktop
1241,Producto A,Hogar,472.85,143,Juan,59,H,Ciudad A,"Producto B,Producto C",10/05/23,1,1,5,0,10,PayPal,Trimestral,Desktop
1857,Producto A,Juguetes,225.33,100,Juan,27,M,Ciudad B,Producto A,30/08/23,5,4,2,0,5,Efectivo,Mensual,Desktop
1904,Producto B,Ropa,295.51,140,Sofia,36,H,Ciudad B,Producto D,28/09/23,5,1,3,0,15,Efectivo,Semanal,Móvil
1683,Producto B,Electronica,438.56,135,Juan,40,H,Ciudad B,"Producto D,Producto A",27/10/23,8,4,14,0,20,Transferencia,Trimestral,Desktop
1709,Producto D,Juguetes,163.28,152,Sofia,35,H,Ciudad A,"Producto A,Producto C,Producto C",6/01/23,4,2,10,1,20,Tarjeta,Semanal,Desktop
1513,Producto A,Electronica,282.45,129,Ana,57,M,Ciudad A,"Producto B,Producto D,Producto D,Producto C",21/08/23,3,3,14,1,5,Tarjeta,Trimestral,Tablet
1123,Producto D,Electronica,381.92,128,Maria,43,M,Ciudad B,"Producto B,Producto D,Producto B",2/07/23,9,2,18,0,0,Efectivo,Semanal,Desktop
1183,Producto D,Electronica,15.24,119,Juan,57,M,Ciudad C,"Producto A,Producto B,Producto A",30/07/23,2,3,7,0,20,Tarjeta,Trimestral,Tablet
1546,Producto C,Ropa,327.81,153,Carlos,39,H,Ciudad A,"Producto A,Producto C",29/03/23,7,3,1,0,10,Transferencia,Mensual,Móvil
1245,Producto C,Ropa,200.3,107,Sofia,18,H,Ciudad A,"Producto D,Producto D",13/02/23,1,4,10,0,10,Efectivo,Trimestral,Desktop
1044,Producto C,Electronica,107.19,162,Sofia,54,H,Ciudad C,"Producto C,Producto B,Producto A",2/08/23,1,2,15,0,0,Transferencia,Mensual,Tablet
1662,Producto A,Hogar,380.96,137,Juan,43,M,Ciudad C,"Producto A,Producto A",4/01/23,8,4,5,0,20,PayPal,Semanal,Desktop
1942,Producto C,Hogar,318.33,197,Juan,56,M,Ciudad B,"Producto B,Producto B,Producto D,Producto D",13/01/23,3,1,16,0,5,Efectivo,Mensual,Tablet
1668,Producto C,Ropa,333.01,173,Juan,43,H,Ciudad B,Producto C,2/05/23,5,5,10,0,15,PayPal,Mensual,Desktop
1106,Producto C,Ropa,145.33,135,Luis,31,M,Ciudad C,"Producto D,Producto C",25/03/23,9,1,18,0,5,Transferencia,Mensual,Desktop
1853,Producto C,Hogar,294.32,136,Ana,60,M,Ciudad A,"Producto C,Producto A,Producto D,Producto D",21/04/23,4,1,19,0,10,Efectivo,Mensual,Móvil
1314,Producto A,Juguetes,379.86,190,Carlos,55,H,Ciudad C,Producto B,9/11/23,3,1,19,1,10,Efectivo,Semanal,Desktop
1086,Producto B,Ropa,441.06,113,Maria,42,M,Ciudad C,"Producto A,Producto B,Producto A,Producto C",12/06/23,4,2,8,0,10,Efectivo,Trimestral,Móvil
1041,Producto A,Hogar,217.34,124,Sofia,69,M,Ciudad B,"Producto B,Producto D,Producto C",17/06/23,5,5,13,0,5,Tarjeta,Semanal,Móvil
1829,Producto D,Ropa,479.94,122,Sofia,54,M,Ciudad B,"Producto D,Producto B,Producto A,Producto D",9/11/23,3,2,1,0,5,Transferencia,Semanal,Desktop
1185,Producto A,Ropa,220.76,155,Carlos,48,H,Ciudad A,"Producto B,Producto B,Producto C",4/10/23,4,3,11,0,10,Transferencia,Semanal,Desktop
1460,Producto D,Hogar,262.4,100,Luis,39,M,Ciudad B,Producto B,21/07/23,3,3,11,1,10,Transferencia,Trimestral,Tablet
1298,Producto A,Juguetes,170.98,133,Ana,40,M,Ciudad B,Producto C,1/04/23,9,5,19,0,20,Transferencia,Mensual,Desktop
1161,Producto B,Juguetes,425.88,107,Luis,22,M,Ciudad C,"Producto B,Producto A",15/11/23,6,3,15,0,0,Efectivo,Mensual,Tablet
1056,Producto D,Juguetes,81.07,144,Carlos,60,H,Ciudad C,"Producto A,Producto C,Producto C,Producto B",13/08/23,1,4,9,0,20,Efectivo,Semanal,Desktop
1033,Producto D,Electronica,384.81,158,Sofia,52,M,Ciudad B,"Producto B,Producto A,Producto B,Producto C",27/12/23,7,3,18,0,5,Efectivo,Mensual,Desktop
1403,Producto C,Ropa,321.91,145,Luis,54,H,Ciudad B,"Producto A,Producto A,Producto B",20/11/23,3,3,3,0,5,Tarjeta,Mensual,Desktop
1785,Producto D,Electronica,232.86,140,Luis,22,H,Ciudad B,Producto C,14/11/23,4,2,18,1,20,Transferencia,Semanal,Desktop
1977,Producto C,Hogar,312.64,154,Juan,55,H,Ciudad C,"Producto B,Producto C",10/10/23,1,5,9,0,0,Transferencia,Semanal,Desktop
1292,Producto D,Electronica,30.61,133,Ana,23,H,Ciudad C,Producto A,22/06/23,6,1,9,1,15,Efectivo,Mensual,Móvil
1652,Producto D,Electronica,148.49,119,Maria,43,H,Ciudad C,"Producto D,Producto D,Producto D",24/06/23,4,4,10,0,20,PayPal,Semanal,Desktop
1469,Producto C,Ropa,385.96,195,Maria,68,M,Ciudad B,"Producto B,Producto A,Producto B,Producto C",22/05/23,1,4,6,1,5,Efectivo,Mensual,Desktop
1499,Producto B,Electronica,428.24,110,Carlos,68,H,Ciudad A,"Producto D,Producto D,Producto A",20/10/23,4,4,10,0,5,Tarjeta,Trimestral,Tablet
1586,Producto B,Ropa,299.76,140,Sofia,38,H,Ciudad A,"Producto D,Producto D,Producto D,Producto B",9/01/23,7,4,1,0,20,Efectivo,Trimestral,Tablet
1190,Producto C,Hogar,136.46,106,Ana,43,H,Ciudad B,"Producto C,Producto B,Producto A",26/10/23,3,5,10,0,15,Efectivo,Trimestral,Desktop
1813,Producto C,Juguetes,337.76,174,Carlos,37,H,Ciudad A,"Producto B,Producto A,Producto C,Producto C",11/03/23,2,5,7,0,10,PayPal,Mensual,Móvil
1225,Producto B,Hogar,310.42,124,Maria,53,H,Ciudad B,"Producto B,Producto D",26/09/23,2,5,15,0,10,Tarjeta,Mensual,Tablet
1825,Producto B,Electronica,195.36,108,Carlos,54,M,Ciudad A,"Producto A,Producto C",27/01/23,6,4,4,0,10,Tarjeta,Semanal,Móvil
1422,Producto A,Ropa,471.49,185,Juan,58,H,Ciudad B,"Producto B,Producto D,Producto A",14/01/23,5,3,12,0,5,Tarjeta,Semanal,Desktop
1350,Producto D,Ropa,214.04,133,Ana,42,M,Ciudad A,"Producto C,Producto A,Producto A",16/08/23,2,1,2,1,15,Tarjeta,Trimestral,Móvil
1453,Producto C,Ropa,200.69,123,Luis,21,M,Ciudad C,"Producto A,Producto C,Producto D",23/02/23,8,3,18,0,0,Tarjeta,Semanal,Tablet
1723,Producto C,Juguetes,407.54,145,Carlos,66,M,Ciudad A,Producto D,21/04/23,6,4,11,0,5,Transferencia,Semanal,Desktop
1338,Producto A,Juguetes,88.44,117,Sofia,53,M,Ciudad A,"Producto A,Producto A,Producto D",10/07/23,5,2,8,1,0,PayPal,Semanal,Móvil
1591,Producto A,Ropa,16.96,169,Carlos,36,M,Ciudad A,Producto A,23/12/23,6,5,12,0,5,Efectivo,Mensual,Móvil
1838,Producto B,Juguetes,213.86,128,Juan,45,H,Ciudad C,Producto A,13/02/23,9,2,19,0,5,PayPal,Mensual,Desktop
1428,Producto B,Juguetes,282.3,186,Juan,23,M,Ciudad C,Producto D,5/08/23,7,4,11,0,5,Tarjeta,Semanal,Desktop
1242,Producto B,Electronica,216.42,152,Carlos,58,H,Ciudad A,"Producto D,Producto A",18/09/23,9,1,3,1,0,PayPal,Semanal,Tablet
1410,Producto B,Hogar,115.26,158,Carlos,30,M,Ciudad A,"Producto D,Producto C",14/08/23,9,1,5,0,10,PayPal,Trimestral,Tablet
1280,Producto D,Electronica,39.18,184,Juan,44,M,Ciudad B,"Producto D,Producto D,Producto B,Producto D",30/05/23,1,1,10,1,10,PayPal,Trimestral,Móvil
1913,Producto C,Electronica,409.65,103,Maria,40,M,Ciudad B,"Producto A,Producto C",16/07/23,1,4,13,1,20,Transferencia,Mensual,Móvil
1782,Producto A,Ropa,145.39,138,Luis,29,M,Ciudad A,Producto B,27/07/23,8,1,12,0,5,Tarjeta,Semanal,Móvil
1484,Producto C,Juguetes,378.42,188,Sofia,58,M,Ciudad C,"Producto D,Producto D,Producto A",8/12/23,3,3,18,0,10,Transferencia,Semanal,Tablet
1760,Producto D,Juguetes,448.86,109,Carlos,62,M,Ciudad A,"Producto C,Producto B",19/05/23,8,4,8,0,20,PayPal,Mensual,Móvil
1031,Producto B,Electronica,391.62,106,Ana,52,M,Ciudad C,"Producto D,Producto D",17/02/23,2,2,15,0,5,PayPal,Semanal,Móvil
1204,Producto C,Electronica,362.46,114,Luis,49,H,Ciudad C,"Producto D,Producto D,Producto C",13/08/23,7,1,3,1,10,PayPal,Mensual,Móvil
1052,Producto B,Ropa,452.88,188,Carlos,62,M,Ciudad A,Producto A,21/06/23,9,1,13,0,5,Efectivo,Semanal,Desktop
1710,Producto D,Electronica,475.28,111,Sofia,31,H,Ciudad A,"Producto A,Producto B,Producto B,Producto B",18/08/23,8,4,6,0,0,Transferencia,Semanal,Tablet
1433,Producto D,Electronica,249.67,127,Carlos,20,H,Ciudad B,"Producto D,Producto C",6/09/23,6,4,13,1,0,PayPal,Trimestral,Móvil
1584,Producto B,Ropa,455.82,107,Luis,32,M,Ciudad B,"Producto D,Producto A,Producto B,Producto A",29/06/23,8,2,5,0,10,Transferencia,Mensual,Móvil
1705,Producto A,Ropa,155.41,167,Ana,23,H,Ciudad C,"Producto A,Producto B,Producto D",8/06/23,2,3,6,0,0,Tarjeta,Semanal,Móvil
1062,Producto D,Electronica,239.6,121,Ana,39,M,Ciudad B,"Producto B,Producto C,Producto D,Producto C",27/05/23,7,3,18,0,15,Transferencia,Trimestral,Desktop
1684,Producto C,Electronica,23.07,183,Maria,56,H,Ciudad C,"Producto A,Producto B,Producto B",12/11/23,8,2,5,0,15,Transferencia,Trimestral,Móvil
1017,Producto A,Ropa,198.9,182,Juan,46,H,Ciudad B,Producto D,12/02/23,2,4,3,1,5,Tarjeta,Mensual,Desktop
1050,Producto C,Ropa,412.22,143,Luis,60,M,Ciudad B,Producto D,2/06/23,3,1,9,0,15,PayPal,Semanal,Desktop
1883,Producto B,Electronica,20.77,146,Maria,27,M,Ciudad B,Producto A,11/04/23,5,5,3,0,0,Efectivo,Mensual,Desktop
1948,Producto A,Electronica,102.01,116,Juan,45,M,Ciudad C,Producto D,2/01/23,1,3,1,0,10,PayPal,Mensual,Móvil
1183,Producto B,Electronica,86.1,111,Luis,30,H,Ciudad C,Producto D,29/01/23,2,2,7,1,0,Tarjeta,Semanal,Móvil
1953,Producto B,Juguetes,54.49,185,Sofia,28,M,Ciudad B,"Producto C,Producto D",11/05/23,4,4,13,0,10,Tarjeta,Trimestral,Móvil
1775,Producto B,Ropa,49.61,154,Sofia,52,M,Ciudad A,Producto A,4/10/23,5,3,7,0,15,Transferencia,Mensual,Tablet
1520,Producto B,Juguetes,392.99,152,Juan,54,M,Ciudad B,"Producto D,Producto C",27/06/23,7,3,7,0,10,Transferencia,Semanal,Móvil
1607,Producto C,Hogar,265.06,153,Luis,64,M,Ciudad C,"Producto B,Producto C,Producto C,Producto B",26/12/23,2,1,18,0,5,Transferencia,Mensual,Desktop
1602,Producto D,Ropa,362.8,162,Ana,68,H,Ciudad A,Producto D,13/02/23,2,4,19,0,15,Transferencia,Semanal,Móvil
1629,Producto B,Electronica,104.05,170,Ana,19,M,Ciudad C,Producto D,13/05/23,3,1,10,0,0,Tarjeta,Semanal,Desktop
1627,Producto D,Electronica,147.78,102,Sofia,62,H,Ciudad B,"Producto D,Producto A",4/10/23,4,5,7,0,15,Efectivo,Semanal,Tablet
1534,Producto D,Juguetes,427.93,191,Sofia,22,H,Ciudad C,"Producto C,Producto A,Producto C,Producto D",30/11/23,9,4,10,0,5,PayPal,Semanal,Móvil
1646,Producto D,Hogar,463.6,133,Ana,66,H,Ciudad C,Producto A,20/09/23,6,5,2,0,0,PayPal,Mensual,Tablet
